Image,Name,Price,Param,Location
https://images.tori.fi/api/v1/imagestori/images/1568676607.jpg?rule=thumb_280x210,Toyota Camry 2.4 VVT-i 4d A,2 650 €,2002|343 400 km|Bensiini,Lappi
,MITSUBISHI Outlander,11 800 €,2013|259 000 km|2.3 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3647668151.jpg?rule=thumb_280x210,Fiat ducato,1 900 €,360 km|2.0 l|Diesel,Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044131862.jpg?rule=thumb_280x210,Citroen Jumper,2 880 €,2006|290 000 km|2.0 l|Diesel,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3602193266.jpg?rule=thumb_280x210,Nissan Micra,700 €,2001|160 000 km|1.0 l|Bensiini,Keski-Suomi
https://images.tori.fi/api/v1/imagestori/images/100044133849.jpg?rule=thumb_280x210,Peugeot 307,1 450 €,2004|288 000 km|1.6 l|Bensiini,Päijät-Häme
https://images.tori.fi/api/v1/imagestori/images/3626241274.jpg?rule=thumb_280x210,Volvo 740,10 €,,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044130431.jpg?rule=thumb_280x210,BMW X6,14 800 €,2008|375 000 km|3.0 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3622349758.jpg?rule=thumb_280x210,Opel Astra 1.6. vm.2005,1 200 €,2005|Bensiini,Päijät-Häme
https://images.tori.fi/api/v1/imagestori/images/2936197413.jpg?rule=thumb_280x210,"VW Jetta 1,4 TSI Comfortline JUBILEUM",4 800 €,2010|231 000 km|1.4 l|Bensiini,Kainuu
https://images.tori.fi/api/v1/imagestori/images/8053522509.jpg?rule=thumb_280x210,VW PASSAT leimaa 8.10.2021,495 €,2000|497 000 km|Diesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/100044134243.jpg?rule=thumb_280x210,Nissan Note,2 200 €,2006|256 000 km|1.6 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/6765389431.jpg?rule=thumb_280x210,Volkswagen Passat 3.2 FSI Automat 4Motion (250hv.),4 450 €,2007|254 500 km|3.2 l|Bensiini,Lappi
https://images.tori.fi/api/v1/imagestori/images/3664061054.jpg?rule=thumb_280x210,VW Kupla,470 €,,Varsinais-Suomi
,Opel Vivaro Van,Päivävuokra 59 €/pv,,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3699184430.jpg?rule=thumb_280x210,Bmw 320d e91,2 550 €,2006|2.0 l|Diesel,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/9640315658.jpg?rule=thumb_280x210,Mercedes Benz Sprinter vuokralle edullisesti,Päivävuokra 70 €/pv,,Keski-Suomi
https://images.tori.fi/api/v1/imagestori/images/100034375867.jpg?rule=thumb_280x210,Audi A1,29 800 €,2020|2 000 km|1.0 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3666433686.jpg?rule=thumb_280x210,Nissan primera ,500 €,2000|245 491 km|1.6 l|Bensiini,Keski-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044138889.jpg?rule=thumb_280x210,TOYOTA C-HR,27 900 €,2019|23 000 km|1.8 l|Hybridi,Kanta-Häme
,Iso pakettiauto tai kevyt ka,,,Kanta-Häme
https://images.tori.fi/api/v1/imagestori/images/3687710017.jpg?rule=thumb_280x210,Volvo 850,990 €,1995|337 000 km|2.0 l|Bensiini,Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100040963985.jpg?rule=thumb_280x210,VOLKSWAGEN PASSAT,42 900 €,2020|27 000 km|1.4 l|Hybridi,Päijät-Häme
https://images.tori.fi/api/v1/imagestori/images/3653304309.jpg?rule=thumb_280x210,Vw Bora 1.6 bensa,1 540 €,2003|247 151 km|1.6 l|Bensiini,Pohjois-Savo
https://images.tori.fi/api/v1/imagestori/images/7144527566.jpg?rule=thumb_280x210,Opel Movano + eristetty Unsinn perävaunu pakettina,18 600 €(alv.väh.kelp.),2009|132 600 km|Diesel,Satakunta
,Romuautot,,,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/100040434526.jpg?rule=thumb_280x210,Seat Ateca,32 900 €,2020|100 km|1.5 l|Bensiini,Kanta-Häme
https://images.tori.fi/api/v1/imagestori/images/9364366975.jpg?rule=thumb_280x210,"MERCEDES-BENZ C 280, 3.0 V6 bensa huippu hieno",7 280 €,2007|237 000 km|3.0 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100041433369.jpg?rule=thumb_280x210,Volkswagen T-Roc,43 900 €(alv.väh.kelp.),2020|1.5 l|Bensiini,Pohjois-Savo
https://images.tori.fi/api/v1/imagestori/images/100040514859.jpg?rule=thumb_280x210,VOLKSWAGEN GOLF,30 200 €,2021|1 000 km|1.0 l|Bensiini,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/1573517801.jpg?rule=thumb_280x210,Audi A4 3.2FSI S-line Quattro ( 265hv neliveto ),16 950 €,2009|240 000 km|Bensiini,Lappi
https://images.tori.fi/api/v1/imagestori/images/0685354723.jpg?rule=thumb_280x210,"BMW 120d Coupe 177hv, Webasto, Sport-sisusta ym",7 950 €,2009|273 000 km|Diesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/3784701120.jpg?rule=thumb_280x210,"Volvo v50 vm 2009, 1,6 diesel farmari",3 900 €,2009|330 000 km|1.6 l|Diesel,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3489821951.jpg?rule=thumb_280x210,Mercedes-Benz C220 D aut. T avantcarde premium,14 680 €,2011|169 700 km|2.1 l|Diesel,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3655497524.jpg?rule=thumb_280x210,"Nissan Micra,opetuspoljin",950 €,210 000 km|1.0 l|Bensiini,Keski-Suomi
https://images.tori.fi/api/v1/imagestori/images/5125311796.jpg?rule=thumb_280x210,Toyota Verso 2.0 D-4D DPF Sol Edition,7 890 €,2010|192 200 km|2.0 l|Diesel,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100032959879.jpg?rule=thumb_280x210,Audi A3,32 500 €,2020|1.5 l|Bensiini,Pirkanmaa
,Toyota yaris,,1999|Bensiini,Etelä-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3639151023.jpg?rule=thumb_280x210,Citroen C5,1 990 €,2005|208 000 km|2.0 l|Bensiini,Pohjanmaa
,Nissan skyline 200sx,,,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044140266.jpg?rule=thumb_280x210,VOLVO V40 Cross Country,15 900 €,2013|116 000 km|1.6 l|Diesel,Kanta-Häme
https://images.tori.fi/api/v1/imagestori/images/3657777352.jpg?rule=thumb_280x210,"Ford mondeo 2,0tdi",1 999 €,2007|450 000 km|Diesel,Satakunta
https://images.tori.fi/api/v1/imagestori/images/100044130309.jpg?rule=thumb_280x210,Citroen DS5,7 450 €,2012|130 000 km|1.6 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/2414444985.jpg?rule=thumb_280x210,Peugeot 307,1 450 €,2004|272 000 km|1.6 l|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/100044129532.jpg?rule=thumb_280x210,MERCEDES-BENZ GLC,43 900 €,2017|78 000 km|Hybridi,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3617411714.jpg?rule=thumb_280x210,Toyota avensis verso 2.0 d4d,3 300 €,2003|295 000 km|2.0 l|Diesel,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/100044130057.jpg?rule=thumb_280x210,Ford Fiesta,16 980 €,2018|27 000 km|1.0 l|Bensiini,Pohjanmaa
,Opel CORSA,9 800 €,2016|91 000 km|1.0 l|Bensiini,Päijät-Häme
https://images.tori.fi/api/v1/imagestori/images/3676913061.jpg?rule=thumb_280x210,fiat ducato,2 750 €,2002|183 000 km|2.0 l|Diesel,Keski-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044137924.jpg?rule=thumb_280x210,Chevrolet Handyman,16 880 €,1955|7.4 l|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3265455503.jpg?rule=thumb_280x210,Kia Carens 2.0 EX 7-p,1 490 €,2007|357 000 km|2.0 l|Bensiini,Varsinais-Suomi
,Peugeot 407,2 500 €,2006|260 000 km|2.0 l|Bensiini,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044135497.jpg?rule=thumb_280x210,Jaguar XJ,30 900 €,2012|142 000 km|3.0 l|Diesel,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/100044135229.jpg?rule=thumb_280x210,Audi A6,15 480 €,2012|208 000 km|2.0 l|Diesel,Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/1591745024.jpg?rule=thumb_280x210,Toyota Avensis 2.2 diesel farmari 2013,6 200 €,410 000 km|2.2 l|Diesel,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044133712.jpg?rule=thumb_280x210,Jeep Wrangler,12 890 €,1990|134 000 km|4.2 l|Bensiini,Päijät-Häme
https://images.tori.fi/api/v1/imagestori/images/3650990461.jpg?rule=thumb_280x210,Honda CR-V 2.0i 4WD Aut,3 800 €,2004|283 000 km|Bensiini,Etelä-Savo
https://images.tori.fi/api/v1/imagestori/images/3618470685.jpg?rule=thumb_280x210,Toyota Corolla,1 999 €,2003|470 000 km|2.0 l|Diesel,Pohjanmaa
,Volvo V50,4 990 €,2006|310 000 km|2.5 l|Bensiini,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044147912.jpg?rule=thumb_280x210,MERCEDES-BENZ E,54 900 €,2019|42 840 km|1.9 l|Diesel,Kanta-Häme
,FORD FIESTA,12 890 €,2018|23 485 km|1.1 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100040609359.jpg?rule=thumb_280x210,KIA Cee'd,6 500 €,2010|192 000 km|1.6 l|Bensiini,Pohjois-Savo
https://images.tori.fi/api/v1/imagestori/images/100044135295.jpg?rule=thumb_280x210,Hyundai Sonata,1 890 €,2002|222 000 km|2.0 l|Bensiini,Kymenlaakso
,VOLVO XC60,61 800 €,2019|22 000 km|2.0 l|Hybridi,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044129267.jpg?rule=thumb_280x210,Skoda Superb,13 900 €,2014|140 000 km|2.0 l|Diesel,Uusimaa
,Ford Transit Custom,16 890 €,2013|113 000 km|2.2 l|Diesel,Pirkanmaa
,BMW 518,19 800 €,2014|139 000 km|2.0 l|Diesel,Päijät-Häme
https://images.tori.fi/api/v1/imagestori/images/100044128461.jpg?rule=thumb_280x210,BMW 320,16 990 €,2015|194 000 km|2.0 l|Diesel,Keski-Suomi
https://images.tori.fi/api/v1/imagestori/images/100044139124.jpg?rule=thumb_280x210,VOLVO V60,18 900 €,2014|150 000 km|2.0 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3606626098.jpg?rule=thumb_280x210,Mitsubishi canter ,3 150 €,1988|303 000 km|2.3 l|Diesel,Kanta-Häme
https://images.tori.fi/api/v1/imagestori/images/8224540381.jpg?rule=thumb_280x210,"Audi S6 4.2 V8 Avant Quattro A, katsastettu 16.11",2 550 €,1995|427 000 km|Bensiini,Päijät-Häme
https://images.tori.fi/api/v1/imagestori/images/3618222186.jpg?rule=thumb_280x210,Mb w124 220 bensa,1 500 €,1993|450 000 km|Bensiini,Kainuu
https://images.tori.fi/api/v1/imagestori/images/100044130383.jpg?rule=thumb_280x210,Citroen C3,1 000 €,2003|165 000 km|1.4 l|Bensiini,Satakunta
https://images.tori.fi/api/v1/imagestori/images/100044131349.jpg?rule=thumb_280x210,Toyota COROLLA,37 456 €(alv.väh.kelp.),2020|2.0 l|Hybridi,Kymenlaakso
https://images.tori.fi/api/v1/imagestori/images/3644321077.jpg?rule=thumb_280x210,Opel Vectra 1.9cdti OPC-line,1 450 €,2008|559 000 km|1.9 l|Diesel,Kanta-Häme
https://images.tori.fi/api/v1/imagestori/images/3636952659.jpg?rule=thumb_280x210,Volvo XC60 2.4D Summum AWD Täyd.huoltok. RAHOITUS,15 790 €(alv.väh.kelp.),2009|160 000 km|Diesel,Etelä-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3690250726.jpg?rule=thumb_280x210,Land rover Defender korotettu,14 000 €,1997|146 300 km|Diesel,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/7334647127.jpg?rule=thumb_280x210,Toyota Yaris,7 990 €,2013|151 000 km|1.3 l|Bensiini,Satakunta
https://images.tori.fi/api/v1/imagestori/images/100044129942.jpg?rule=thumb_280x210,Toyota Yaris,1 480 €,2001|220 000 km|1.0 l|Bensiini,Keski-Suomi
https://images.tori.fi/api/v1/imagestori/images/3608668767.jpg?rule=thumb_280x210,Toyota Yaris,3 990 €,2006|208 000 km|1.3 l|Bensiini,Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044132438.jpg?rule=thumb_280x210,Peugeot 5008,30 870 €,2019|29 000 km|1.2 l|Bensiini,Pirkanmaa
,Audi A3,1 390 €,1999|333 000 km|1.8 l|Bensiini,Pohjois-Savo
https://images.tori.fi/api/v1/imagestori/images/100044145360.jpg?rule=thumb_280x210,Peugeot 307,1 750 €,2002|257 000 km|1.6 l|Bensiini,Keski-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044133859.jpg?rule=thumb_280x210,Ford Focus,980 €,2000|234 000 km|1.6 l|Bensiini,Keski-Suomi
,SUBARU FORESTER,11 000 €,2013|264 000 km|2.0 l|Diesel,Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3689105142.jpg?rule=thumb_280x210,Ford C-Max 1.0 titanium 2015,11 700 €,2015|118 000 km|1.0 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3152261212.jpg?rule=thumb_280x210,Hyväkuntoinen ja vähän ajettu Audi Q5,29 980 €,2016|61 000 km|2.0 l|Diesel,Uusimaa
,Alfa Romeo 156 varaosa-autoksi. 40eur koko auto,40 €,2000|299 000 km|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/100044130827.jpg?rule=thumb_280x210,Toyota COROLLA,29 499 €(alv.väh.kelp.),2020|1.8 l|Hybridi,Kymenlaakso
https://images.tori.fi/api/v1/imagestori/images/2420550312.jpg?rule=thumb_280x210,"Nissan Almera 1,8 2003",1 200 €,2003|236 500 km|Bensiini,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/100044129660.jpg?rule=thumb_280x210,Ford Grand Tourneo Connect,19 900 €,2017|103 000 km|1.5 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044150547.jpg?rule=thumb_280x210,BMW 530,19 950 €,2011|180 000 km|3.0 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/9355041459.jpg?rule=thumb_280x210,Vw Caravelle 2.0 bensa 9 paikkainen,9 900 €,2007|232 000 km|2.0 l|Bensiini,Lappi
,Nissan Micra,5 900 €,2011|90 000 km|1.2 l|Bensiini,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3656742103.jpg?rule=thumb_280x210,Opel Vivaro,6 500 €,2012|249 000 km|2.0 l|Diesel,Satakunta
https://images.tori.fi/api/v1/imagestori/images/100044148537.jpg?rule=thumb_280x210,OPEL Astra,9 800 €,2014|142 000 km|1.4 l|Bensiini,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/100044137922.jpg?rule=thumb_280x210,Fiat Punto,500 €,2001|118 000 km|1.2 l|Bensiini,Etelä-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3690627091.jpg?rule=thumb_280x210,Volvo 740 GL Automaatti ,2 490 €,1991|329 000 km|2.0 l|Bensiini,Keski-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3693815344.jpg?rule=thumb_280x210,Audi A4 B6,50 €,2002|650 000 km|1.9 l|Diesel,Pohjois-Pohjanmaa
,VOLKSWAGEN Passat,12 900 €(alv.väh.kelp.),2016|242 000 km|1.6 l|Diesel,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3676919252.jpg?rule=thumb_280x210,Bmw 320ia,2 350 €,1998|307 395 km|2.0 l|Bensiini,Pohjois-Karjala
,Citroën Jumber,2 100 €,,Etelä-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044130649.jpg?rule=thumb_280x210,Volkswagen Golf Variant,3 890 €,2005|180 000 km|1.6 l|Bensiini,Varsinais-Suomi
,Skoda Octavia,11 900 €,2013|153 000 km|1.8 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3629013993.jpg?rule=thumb_280x210,CitroenBX 1.6 Automaatti,1 290 €,,Pohjois-Savo
https://images.tori.fi/api/v1/imagestori/images/3667505039.jpg?rule=thumb_280x210,Opel Vectra b 1.8,900 €,2001|201 942 km|1.8 l|Bensiini,Lappi
https://images.tori.fi/api/v1/imagestori/images/3676710964.jpg?rule=thumb_280x210,Volkswagen Polo vm. -05,2 900 €,2005|210 000 km|1.4 l|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3688798901.jpg?rule=thumb_280x210,MB E 250 cdi,,2010|330 000 km|Diesel,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3671590377.jpg?rule=thumb_280x210,AUDI A4 B8 3.0 TDI Q,12 000 €,2009|237 000 km|3.0 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3668442335.jpg?rule=thumb_280x210,Mercedes Benz E 300TD,2 990 €,1998|411 000 km|3.0 l|Diesel,Kanta-Häme
https://images.tori.fi/api/v1/imagestori/images/3621786804.jpg?rule=thumb_280x210,Audi a4 TURBO,1 400 €,1999|320 000 km|Bensiini,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/100044137548.jpg?rule=thumb_280x210,Skoda Fabia,5 900 €,2013|163 000 km|1.2 l|Bensiini,Etelä-Savo
https://images.tori.fi/api/v1/imagestori/images/3683625721.jpg?rule=thumb_280x210,Toyota hiace,5 600 €,2002|360 000 km|2.5 l|Diesel,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/100044133057.jpg?rule=thumb_280x210,Volvo S40,13 900 €,2012|90 000 km|2.0 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3678279315.jpg?rule=thumb_280x210,Nissan almera,1 600 €,2005|221 000 km|1.8 l|Bensiini,Lappi
https://images.tori.fi/api/v1/imagestori/images/100044129910.jpg?rule=thumb_280x210,Volvo XC90,14 800 €,2007|252 000 km|2.4 l|Diesel,Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3673597984.jpg?rule=thumb_280x210,Opel Corsa 1.2i - 03,1 190 €,2003|214 000 km|1.2 l|Bensiini,Satakunta
https://images.tori.fi/api/v1/imagestori/images/3618841901.jpg?rule=thumb_280x210,Opel Insignia 2.0 CDTi 96 Edition Sports Tourer,4 000 €,2009|327 000 km|2.0 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044127147.jpg?rule=thumb_280x210,Citroen C1,1 880 €,2011|162 000 km|1.0 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3633608711.jpg?rule=thumb_280x210,Suzuki swift huippu yksilö,6 250 €,2012|124 000 km|1.2 l|Bensiini,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3684343389.jpg?rule=thumb_280x210,Skoda Citigo ,10 000 €,2016|24 489 km|1.0 l|Bensiini,Uusimaa
,Crysler Neon 2.0,400 €,1999|180 000 km|2.0 l|Bensiini,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3634424332.jpg?rule=thumb_280x210,Audi A4 1.8,950 €,2000|Bensiini,Varsinais-Suomi
,Renault Grand Scenic,400 €,2004|297 000 km|1.9 l|Diesel,Kanta-Häme
,MERCEDES-BENZ A,31 480 €,2018|26 886 km|1.5 l|Diesel,Uusimaa
,Toyota C-HR,25 900 €(alv.väh.kelp.),2020|48 000 km|1.8 l|Hybridi,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/2928376254.jpg?rule=thumb_280x210,Vw transporter t5 2.5,4 500 €,2004|462 000 km|2.5 l|Diesel,Etelä-Savo
https://images.tori.fi/api/v1/imagestori/images/1128330828.jpg?rule=thumb_280x210,Transporter t4 vm 1999 2.4 juuri kats,2 600 €,1999|377 852 km|2.4 l|Diesel,Uusimaa
,Volkswagen Caravelle,11 990 €,2005|270 000 km|2.5 l|Diesel,Etelä-Karjala
https://images.tori.fi/api/v1/imagestori/images/2973370691.jpg?rule=thumb_280x210,"TOYOTA AVENSIS 1,8 AUTOMAATTI",20 600 €,2017|73 000 km|1.8 l|Bensiini,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/100044130380.jpg?rule=thumb_280x210,Peugeot 307,1 490 €,2005|304 000 km|1.6 l|Diesel,Satakunta
https://images.tori.fi/api/v1/imagestori/images/100044137534.jpg?rule=thumb_280x210,Toyota Corolla Verso,8 350 €,2010|152 000 km|1.8 l|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3626647552.jpg?rule=thumb_280x210,Skoda Fabia 1.4 mpi classic. Juuri kats,1 350 €,2002|155 000 km|1.4 l|Bensiini,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3622192040.jpg?rule=thumb_280x210,Toyota Yaris verso,1 400 €,2001|367 400 km|1.3 l|Bensiini,Pohjois-Savo
,Volkswagen Passat,32 400 €,2017|114 000 km|2.0 l|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/100044140326.jpg?rule=thumb_280x210,Mercedes-Benz S,46 800 €,2014|218 000 km|3.0 l|Diesel,Keski-Suomi
https://images.tori.fi/api/v1/imagestori/images/100044131396.jpg?rule=thumb_280x210,Peugeot 5008,4 850 €,2010|267 000 km|1.6 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044128488.jpg?rule=thumb_280x210,Jaguar XF,13 900 €,2008|115 000 km|2.7 l|Diesel,Pirkanmaa
,Mercedes-Benz Vito,4 880 €,2006|389 510 km|2.1 l|Diesel,Pohjois-Pohjanmaa
,OPEL ASTRA,19 800 €(alv.väh.kelp.),2019|32 600 km|1.4 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3669235276.jpg?rule=thumb_280x210,Ford focus 1.6 ghia,599 €,1999|351 000 km|Bensiini,Satakunta
https://images.tori.fi/api/v1/imagestori/images/100044130810.jpg?rule=thumb_280x210,Ford Transit Custom,54 400 €(alv.väh.kelp.),2020|4 000 km|1.0 l|Hybridi,Kymenlaakso
https://images.tori.fi/api/v1/imagestori/images/100044137849.jpg?rule=thumb_280x210,BMW X5,44 470 €,2016|118 000 km|2.0 l,Uusimaa
,Volkswagen Transporter,3 900 €,2002|365 000 km|2.5 l|Diesel,Uusimaa
,BMW 3-sarja,25 700 €,2018|51 000 km|1.5 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/100044129069.jpg?rule=thumb_280x210,Mercedes-Benz E,33 900 €,2015|99 000 km|2.1 l|Diesel,Pohjois-Pohjanmaa
,Ford RANGER,75 433 €(alv.väh.kelp.),2020|2.0 l|Diesel,Kymenlaakso
https://images.tori.fi/api/v1/imagestori/images/100044130855.jpg?rule=thumb_280x210,Toyota COROLLA,29 116 €(alv.väh.kelp.),2020|1.8 l|Hybridi,Kymenlaakso
https://images.tori.fi/api/v1/imagestori/images/100044129408.jpg?rule=thumb_280x210,Mercedes-Benz Vito,35 890 €(alv.väh.kelp.),2017|104 000 km|2.1 l|Diesel,Keski-Pohjanmaa
,Rumentaako pihaasi romut?,,,Etelä-Karjala
https://images.tori.fi/api/v1/imagestori/images/3689667115.jpg?rule=thumb_280x210,Toyota Carina E,1 400 €,1994|247 000 km|1.6 l|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3683423624.jpg?rule=thumb_280x210,Mazda 626,250 €,1999|423 000 km|1.8 l|Bensiini,Pohjois-Savo
https://images.tori.fi/api/v1/imagestori/images/100044131038.jpg?rule=thumb_280x210,SKODA OCTAVIA,27 650 €(alv.väh.kelp.),2019|1.5 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3640199696.jpg?rule=thumb_280x210,Toyota avensis 98vm 1.8,850 €,1998|418 513 km|1.8 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3624356384.jpg?rule=thumb_280x210,Saab 9-3 2.0 t automaatti,2 499 €,2007|315 000 km|Bensiini,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3623314944.jpg?rule=thumb_280x210,Audi a4,999 €,2002|440 000 km|Bensiini,Etelä-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044135565.jpg?rule=thumb_280x210,Audi A3,15 990 €,2014|162 000 km|1.4 l|Bensiini,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3677122391.jpg?rule=thumb_280x210,"Nissan Almera juuri katsastettu,ilmastotu auto",880 €,2000|213 000 km|1.6 l|Bensiini,Keski-Suomi
,Renault laguna 2 2004 dieseli,200 €,2004|300 000 km|Diesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/100044131104.jpg?rule=thumb_280x210,Toyota YARIS,16 900 €,2017|20 000 km|1.5 l|Hybridi,Päijät-Häme
,Ford Focus,30 441 €,2021|1.0 l|Bensiini,Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3639586172.jpg?rule=thumb_280x210,Chrysler neon 2003 ajettu vain 120tkm,1 499 €,2003|120 000 km|Bensiini,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/100044130386.jpg?rule=thumb_280x210,Volkswagen Transporter,15 980 €(alv.väh.kelp.),2014|136 000 km|2.0 l|Diesel,Satakunta
https://images.tori.fi/api/v1/imagestori/images/3643520964.jpg?rule=thumb_280x210,"Audi A6 1,8t .S-line",1 300 €,1.8 lBensiini,Lappi
https://images.tori.fi/api/v1/imagestori/images/3609121447.jpg?rule=thumb_280x210,Audi A4,14 500 €,2012|108 000 km|1.8 l|Bensiini,Keski-Suomi
,PEUGEOT Expert,33 890 €(alv.väh.kelp.),2019|30 000 km|2.0 l|Diesel,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3666828624.jpg?rule=thumb_280x210,Mb 200 e vm 2003,2 900 €,2003|430 000 km|Diesel,Keski-Suomi
https://images.tori.fi/api/v1/imagestori/images/2599418275.jpg?rule=thumb_280x210,Vw passat,650 €,2004|360 000 km|Bensiini,Keski-Suomi
https://images.tori.fi/api/v1/imagestori/images/3672042015.jpg?rule=thumb_280x210,"Hyundai Getz 1,4",1 850 €,2007|Bensiini,Etelä-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3629529564.jpg?rule=thumb_280x210,"Audi a3 2,0tdi",2 490 €,2005|417 000 km|Diesel,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3621185662.jpg?rule=thumb_280x210,Volvo V70 leimaa 12/21,800 €,1997|577 000 km|Bensiini,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/100044137887.jpg?rule=thumb_280x210,Volvo V70,9 999 €,2014|438 000 km|2.4 l|Diesel,Pohjois-Savo
https://images.tori.fi/api/v1/imagestori/images/100044130357.jpg?rule=thumb_280x210,Toyota Yaris,14 480 €,2017|103 000 km|1.5 l|Hybridi,Satakunta
https://images.tori.fi/api/v1/imagestori/images/100044130012.jpg?rule=thumb_280x210,Honda Civic,5 900 €,2008|177 000 km|1.8 l|Bensiini,Uusimaa
